type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2020-09-20 02:21:35,25.66322270,-100.40318257,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:21:36,25.66322268,-100.40318257,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:21:37,25.66322267,-100.40318257,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:21:38,25.66322266,-100.40318257,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:21:39,25.66322265,-100.40318257,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:21:40,25.66322265,-100.40318257,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:21:41,25.66322266,-100.40318257,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:21:42,25.66322265,-100.40318257,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:21:43,25.66322265,-100.40318257,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:21:44,25.66322265,-100.40318257,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:21:45,25.66322266,-100.40318258,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:21:46,25.66322267,-100.40318258,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:21:47,25.66322267,-100.40318259,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:21:48,25.66322267,-100.40318258,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:21:49,25.66322271,-100.40318262,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:21:50,25.66322274,-100.40318265,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:21:51,25.66322278,-100.40318268,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:21:52,25.66322281,-100.40318271,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:21:53,25.66322285,-100.40318274,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:21:54,25.66322287,-100.40318276,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:21:55,25.66322292,-100.40318280,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:21:56,25.66322295,-100.40318283,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:21:57,25.66322296,-100.40318285,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:21:58,25.66322295,-100.40318285,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:21:59,25.66322297,-100.40318287,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:22:00,25.66322301,-100.40318291,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:22:01,25.66322303,-100.40318292,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:22:02,25.66322305,-100.40318295,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:22:03,25.66322305,-100.40318294,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:22:04,25.66322308,-100.40318296,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:22:05,25.66322310,-100.40318299,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:22:06,25.66322314,-100.40318301,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:22:07,25.66322315,-100.40318300,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:22:08,25.66322315,-100.40318300,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:22:09,25.66322315,-100.40318299,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:22:10,25.66322315,-100.40318298,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:22:11,25.66322315,-100.40318297,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:22:12,25.66322318,-100.40318299,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:22:13,25.66322322,-100.40318302,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:22:14,25.66322324,-100.40318304,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:22:15,25.66322327,-100.40318306,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:22:16,25.66322331,-100.40318311,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:22:17,25.66322334,-100.40318314,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:22:18,25.66322334,-100.40318316,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:22:19,25.66322334,-100.40318317,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:22:20,25.66322334,-100.40318318,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:22:21,25.66322334,-100.40318318,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:22:22,25.66322332,-100.40318317,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:22:23,25.66322331,-100.40318317,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:22:24,25.66322330,-100.40318316,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:22:25,25.66322329,-100.40318315,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:22:26,25.66322329,-100.40318315,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:22:27,25.66322328,-100.40318315,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:22:28,25.66322327,-100.40318314,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:22:29,25.66322327,-100.40318314,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:22:30,25.66322326,-100.40318313,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:22:31,25.66322326,-100.40318313,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:22:32,25.66322325,-100.40318312,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:22:33,25.66322324,-100.40318312,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:22:34,25.66322324,-100.40318312,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:22:35,25.66322324,-100.40318312,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:22:36,25.66322324,-100.40318313,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:22:37,25.66322324,-100.40318313,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:22:38,25.66322324,-100.40318313,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:22:39,25.66322323,-100.40318313,5,625.000,,0.000,,11,17,,
T,2020-09-20 02:22:40,25.66322322,-100.40318314,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:22:41,25.66322320,-100.40318314,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:22:42,25.66322319,-100.40318314,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:22:43,25.66322317,-100.40318315,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:22:44,25.66322314,-100.40318315,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:22:45,25.66322315,-100.40318316,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:22:46,25.66322316,-100.40318316,5,625.000,,0.000,,12,17,,
T,2020-09-20 02:22:47,25.66322315,-100.40318315,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:22:48,25.66322313,-100.40318315,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:22:49,25.66322314,-100.40318315,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:22:50,25.66322313,-100.40318315,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:22:51,25.66322313,-100.40318315,5,625.000,,0.000,,11,18,,
T,2020-09-20 02:22:52,25.66322311,-100.40318314,5,625.000,,0.000,,11,18,,
T,2020-09-20 02:22:53,25.66322309,-100.40318313,5,625.000,,0.000,,11,18,,
T,2020-09-20 02:22:54,25.66322308,-100.40318313,5,625.000,,0.000,,11,18,,
T,2020-09-20 02:22:55,25.66322307,-100.40318313,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:22:56,25.66322306,-100.40318313,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:22:57,25.66322305,-100.40318313,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:22:58,25.66322305,-100.40318313,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:22:59,25.66322304,-100.40318313,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:00,25.66322304,-100.40318313,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:01,25.66322304,-100.40318313,5,625.000,,0.000,,11,18,,
T,2020-09-20 02:23:02,25.66322306,-100.40318315,5,625.000,,0.000,,11,18,,
T,2020-09-20 02:23:03,25.66322304,-100.40318314,5,625.000,,0.000,,11,18,,
T,2020-09-20 02:23:04,25.66322305,-100.40318316,5,625.000,,0.000,,11,18,,
T,2020-09-20 02:23:05,25.66322306,-100.40318317,5,625.000,,0.000,,11,18,,
T,2020-09-20 02:23:06,25.66322305,-100.40318316,5,625.000,,0.000,,11,18,,
T,2020-09-20 02:23:07,25.66322303,-100.40318315,5,625.000,,0.000,,11,18,,
T,2020-09-20 02:23:08,25.66322301,-100.40318314,5,625.000,,0.000,,11,18,,
T,2020-09-20 02:23:09,25.66322304,-100.40318318,5,625.000,,0.000,,11,18,,
T,2020-09-20 02:23:10,25.66322305,-100.40318319,5,625.000,,0.000,,11,18,,
T,2020-09-20 02:23:11,25.66322305,-100.40318320,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:12,25.66322307,-100.40318323,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:13,25.66322306,-100.40318324,5,625.000,,0.000,,11,18,,
T,2020-09-20 02:23:14,25.66322307,-100.40318326,5,625.000,,0.000,,11,18,,
T,2020-09-20 02:23:15,25.66322308,-100.40318328,5,625.000,,0.000,,11,18,,
T,2020-09-20 02:23:16,25.66322309,-100.40318331,5,625.000,,0.000,,11,18,,
T,2020-09-20 02:23:17,25.66322307,-100.40318332,5,625.000,,0.000,,11,18,,
T,2020-09-20 02:23:18,25.66322308,-100.40318334,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:19,25.66322310,-100.40318336,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:20,25.66322311,-100.40318337,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:21,25.66322309,-100.40318337,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:22,25.66322311,-100.40318339,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:23,25.66322309,-100.40318338,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:24,25.66322309,-100.40318339,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:25,25.66322310,-100.40318341,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:26,25.66322314,-100.40318344,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:27,25.66322314,-100.40318346,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:28,25.66322315,-100.40318348,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:29,25.66322317,-100.40318352,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:30,25.66322320,-100.40318356,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:31,25.66322321,-100.40318358,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:32,25.66322318,-100.40318359,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:33,25.66322318,-100.40318362,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:34,25.66322317,-100.40318366,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:35,25.66322320,-100.40318371,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:36,25.66322319,-100.40318374,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:37,25.66322317,-100.40318375,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:38,25.66322316,-100.40318375,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:39,25.66322317,-100.40318378,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:40,25.66322318,-100.40318380,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:41,25.66322318,-100.40318383,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:42,25.66322320,-100.40318386,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:43,25.66322319,-100.40318387,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:44,25.66322320,-100.40318390,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:45,25.66322321,-100.40318393,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:46,25.66322323,-100.40318395,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:47,25.66322326,-100.40318397,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:48,25.66322327,-100.40318399,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:49,25.66322327,-100.40318400,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:50,25.66322327,-100.40318401,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:51,25.66322325,-100.40318400,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:52,25.66322326,-100.40318401,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:53,25.66322327,-100.40318402,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:54,25.66322328,-100.40318402,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:23:55,25.66322327,-100.40318401,5,625.000,,0.000,,10,18,,
T,2020-09-20 02:23:56,25.66322325,-100.40318400,5,625.000,,0.000,,10,18,,
T,2020-09-20 02:23:57,25.66322326,-100.40318401,5,625.000,,0.000,,10,18,,
T,2020-09-20 02:23:58,25.66322324,-100.40318400,5,625.000,,0.000,,10,18,,
T,2020-09-20 02:23:59,25.66322323,-100.40318401,5,625.000,,0.000,,10,18,,
T,2020-09-20 02:24:00,25.66322323,-100.40318400,5,625.000,,0.000,,11,18,,
T,2020-09-20 02:24:01,25.66322323,-100.40318401,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:24:02,25.66322323,-100.40318402,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:24:03,25.66322321,-100.40318401,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:24:04,25.66322321,-100.40318401,5,625.000,,0.000,,11,18,,
T,2020-09-20 02:24:05,25.66322318,-100.40318400,5,625.000,,0.000,,11,18,,
T,2020-09-20 02:24:06,25.66322317,-100.40318400,5,625.000,,0.000,,11,18,,
T,2020-09-20 02:24:07,25.66322317,-100.40318400,5,625.000,,0.000,,11,18,,
T,2020-09-20 02:24:08,25.66322316,-100.40318400,5,625.000,,0.000,,10,18,,
T,2020-09-20 02:24:09,25.66322316,-100.40318400,5,625.000,,0.000,,10,18,,
T,2020-09-20 02:24:10,25.66322315,-100.40318400,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:24:11,25.66322313,-100.40318399,5,625.000,,0.000,,13,18,,
T,2020-09-20 02:24:12,25.66322312,-100.40318399,5,625.000,,0.000,,13,18,,
T,2020-09-20 02:24:13,25.66322310,-100.40318399,5,625.000,,0.000,,13,18,,
T,2020-09-20 02:24:14,25.66322309,-100.40318399,5,625.000,,0.000,,13,18,,
T,2020-09-20 02:24:15,25.66322307,-100.40318399,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:24:16,25.66322304,-100.40318400,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:24:17,25.66322301,-100.40318398,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:24:18,25.66322297,-100.40318397,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:24:19,25.66322294,-100.40318396,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:24:20,25.66322290,-100.40318394,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:24:21,25.66322287,-100.40318393,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:24:22,25.66322284,-100.40318393,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:24:23,25.66322281,-100.40318393,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:24:24,25.66322278,-100.40318392,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:24:25,25.66322275,-100.40318391,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:24:26,25.66322273,-100.40318391,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:24:27,25.66322269,-100.40318389,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:24:28,25.66322267,-100.40318389,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:24:29,25.66322265,-100.40318388,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:24:30,25.66322263,-100.40318386,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:24:31,25.66322262,-100.40318388,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:24:32,25.66322263,-100.40318390,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:24:33,25.66322262,-100.40318390,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:24:34,25.66322258,-100.40318388,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:24:35,25.66322259,-100.40318391,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:24:36,25.66322259,-100.40318393,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:24:37,25.66322261,-100.40318397,5,625.000,,0.000,,12,18,,
T,2020-09-20 02:24:38,25.66322261,-100.40318398,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:24:39,25.66322263,-100.40318402,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:24:40,25.66322264,-100.40318405,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:24:41,25.66322266,-100.40318405,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:24:42,25.66322267,-100.40318407,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:24:43,25.66322268,-100.40318411,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:24:44,25.66322272,-100.40318415,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:24:45,25.66322274,-100.40318418,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:24:46,25.66322275,-100.40318419,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:24:47,25.66322276,-100.40318420,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:24:48,25.66322280,-100.40318424,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:24:49,25.66322279,-100.40318425,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:24:50,25.66322276,-100.40318425,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:24:51,25.66322277,-100.40318426,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:24:52,25.66322277,-100.40318427,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:24:53,25.66322278,-100.40318429,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:24:54,25.66322277,-100.40318430,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:24:55,25.66322276,-100.40318431,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:24:56,25.66322275,-100.40318432,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:24:57,25.66322274,-100.40318433,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:24:58,25.66322273,-100.40318433,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:24:59,25.66322271,-100.40318433,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:25:00,25.66322267,-100.40318431,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:25:01,25.66322264,-100.40318433,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:25:02,25.66322263,-100.40318433,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:25:03,25.66322262,-100.40318433,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:25:04,25.66322262,-100.40318433,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:25:05,25.66322262,-100.40318433,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:25:06,25.66322263,-100.40318433,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:25:07,25.66322262,-100.40318432,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:25:08,25.66322264,-100.40318432,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:25:09,25.66322265,-100.40318432,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:25:10,25.66322266,-100.40318433,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:25:11,25.66322267,-100.40318433,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:25:12,25.66322267,-100.40318434,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:25:13,25.66322267,-100.40318435,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:25:14,25.66322266,-100.40318435,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:25:15,25.66322266,-100.40318436,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:25:16,25.66322265,-100.40318437,5,626.000,,0.000,,11,18,,
T,2020-09-20 02:25:17,25.66322266,-100.40318438,5,626.000,,0.000,,11,18,,
T,2020-09-20 02:25:18,25.66322264,-100.40318439,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:25:19,25.66322264,-100.40318439,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:25:20,25.66322263,-100.40318440,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:25:21,25.66322263,-100.40318440,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:25:22,25.66322262,-100.40318440,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:25:23,25.66322262,-100.40318440,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:25:24,25.66322262,-100.40318440,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:25:25,25.66322261,-100.40318440,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:25:26,25.66322261,-100.40318440,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:25:27,25.66322261,-100.40318440,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:25:28,25.66322262,-100.40318440,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:25:29,25.66322262,-100.40318441,5,626.000,,0.000,,12,18,,
T,2020-09-20 02:25:30,25.66322261,-100.40318441,5,626.000,,0.000,,12,18,,
